1.00
1.40
0.10
  1305
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1089       0.409110     26102.     7.05931E-01     7.14526E-07     9.46406E-01
   1088       0.409133     26099.     7.05919E-01     7.14938E-07     9.46460E-01
   1087       0.409157     26096.     7.05906E-01     7.15349E-07     9.46514E-01
   1086       0.409180     26093.     7.05893E-01     7.15760E-07     9.46568E-01
   1085       0.409203     26091.     7.05879E-01     7.16171E-07     9.46623E-01
   1084       0.409227     26088.     7.05864E-01     7.16581E-07     9.46677E-01
   1083       0.409250     26085.     7.05849E-01     7.16991E-07     9.46731E-01
   1082       0.409274     26082.     7.05833E-01     7.17401E-07     9.46785E-01
   1081       0.409297     26079.     7.05816E-01     7.17811E-07     9.46839E-01
   1080       0.409320     26076.     7.05798E-01     7.18220E-07     9.46893E-01
   1079       0.409344     26073.     7.05780E-01     7.18629E-07     9.46947E-01
   1078       0.409367     26070.     7.05761E-01     7.19038E-07     9.47001E-01
   1077       0.409390     26067.     7.05742E-01     7.19446E-07     9.47055E-01
   1076       0.409414     26064.     7.05722E-01     7.19854E-07     9.47110E-01
   1075       0.409437     26062.     7.05701E-01     7.20262E-07     9.47164E-01
   1074       0.409461     26059.     7.05680E-01     7.20669E-07     9.47218E-01
   1073       0.409484     26056.     7.05658E-01     7.21076E-07     9.47272E-01
   1072       0.409507     26053.     7.05635E-01     7.21483E-07     9.47326E-01
   1071       0.409531     26050.     7.05612E-01     7.21890E-07     9.47380E-01
   1070       0.409554     26047.     7.05588E-01     7.22296E-07     9.47434E-01
   1069       0.409578     26044.     7.05563E-01     7.22702E-07     9.47488E-01
   1068       0.409601     26041.     7.05537E-01     7.23108E-07     9.47543E-01
   1067       0.409624     26039.     7.05511E-01     7.23513E-07     9.47597E-01
   1066       0.409648     26036.     7.05485E-01     7.23919E-07     9.47651E-01
   1065       0.409671     26033.     7.05457E-01     7.24323E-07     9.47705E-01
   1064       0.409695     26030.     7.05429E-01     7.24728E-07     9.47759E-01
   1063       0.409718     26027.     7.05401E-01     7.25132E-07     9.47813E-01
   1062       0.409742     26024.     7.05371E-01     7.25536E-07     9.47868E-01
   1061       0.409765     26021.     7.05341E-01     7.25940E-07     9.47922E-01
   1060       0.409788     26019.     7.05310E-01     7.26344E-07     9.47976E-01
