
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   998       0.259206     16172.     5.03784E+00     2.19071E-06     9.53899E-01
   997       0.259220     16171.     5.03708E+00     2.19177E-06     9.53953E-01
   996       0.259235     16169.     5.03632E+00     2.19284E-06     9.54008E-01
   995       0.259250     16167.     5.03556E+00     2.19390E-06     9.54062E-01
   994       0.259265     16166.     5.03479E+00     2.19496E-06     9.54117E-01
   993       0.259280     16164.     5.03402E+00     2.19603E-06     9.54171E-01
   992       0.259294     16163.     5.03324E+00     2.19709E-06     9.54226E-01
   991       0.259309     16161.     5.03246E+00     2.19815E-06     9.54280E-01
   990       0.259324     16159.     5.03167E+00     2.19921E-06     9.54335E-01
   989       0.259339     16158.     5.03088E+00     2.20027E-06     9.54390E-01
