1.00
1.40
0.10
  1251
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1042       0.421137     26902.     5.74786E-01     6.13297E-07     9.46028E-01
   1041       0.421161     26898.     5.74780E-01     6.13654E-07     9.46082E-01
   1040       0.421185     26895.     5.74774E-01     6.14010E-07     9.46136E-01
   1039       0.421209     26892.     5.74767E-01     6.14366E-07     9.46190E-01
   1038       0.421233     26889.     5.74759E-01     6.14722E-07     9.46244E-01
   1037       0.421257     26886.     5.74751E-01     6.15077E-07     9.46298E-01
   1036       0.421281     26883.     5.74742E-01     6.15432E-07     9.46352E-01
   1035       0.421305     26880.     5.74732E-01     6.15787E-07     9.46406E-01
   1034       0.421329     26877.     5.74723E-01     6.16142E-07     9.46460E-01
   1033       0.421353     26874.     5.74712E-01     6.16496E-07     9.46514E-01
   1032       0.421377     26871.     5.74701E-01     6.16850E-07     9.46569E-01
   1031       0.421401     26868.     5.74690E-01     6.17204E-07     9.46623E-01
   1030       0.421425     26865.     5.74678E-01     6.17558E-07     9.46677E-01
   1029       0.421450     26862.     5.74665E-01     6.17912E-07     9.46731E-01
   1028       0.421474     26859.     5.74652E-01     6.18265E-07     9.46785E-01
   1027       0.421498     26856.     5.74638E-01     6.18618E-07     9.46839E-01
   1026       0.421522     26853.     5.74624E-01     6.18970E-07     9.46893E-01
   1025       0.421546     26850.     5.74610E-01     6.19323E-07     9.46947E-01
   1024       0.421570     26847.     5.74594E-01     6.19675E-07     9.47001E-01
   1023       0.421594     26844.     5.74578E-01     6.20027E-07     9.47056E-01
   1022       0.421618     26841.     5.74562E-01     6.20378E-07     9.47110E-01
   1021       0.421642     26838.     5.74545E-01     6.20730E-07     9.47164E-01
   1020       0.421666     26835.     5.74528E-01     6.21081E-07     9.47218E-01
   1019       0.421690     26832.     5.74510E-01     6.21432E-07     9.47272E-01
   1018       0.421715     26830.     5.74491E-01     6.21783E-07     9.47326E-01
   1017       0.421739     26827.     5.74472E-01     6.22133E-07     9.47380E-01
   1016       0.421763     26824.     5.74453E-01     6.22483E-07     9.47434E-01
   1015       0.421787     26821.     5.74433E-01     6.22833E-07     9.47489E-01
   1014       0.421811     26818.     5.74412E-01     6.23183E-07     9.47543E-01
   1013       0.421835     26815.     5.74391E-01     6.23532E-07     9.47597E-01
   1012       0.421859     26812.     5.74369E-01     6.23881E-07     9.47651E-01
   1011       0.421883     26809.     5.74347E-01     6.24230E-07     9.47705E-01
   1010       0.421907     26806.     5.74324E-01     6.24579E-07     9.47759E-01
