                                                   
 18  3 16  7.768  4  6                                                          
 18  3 17  9.078  4  7                                                          
 18  3 18  9.744  4  8                                                          
 18  2  1 11.152  3  9                                                          
 18  2  2 11.872  3 10                                                          
 18  2  3 12.592  3 11                                                          
 18  2  4 13.488  3 12                                                          
 18  2  5 14.202  3 13                                                          
 18  2  6 14.906  3 14                                                          
 18  2  7 15.862  3 15                                                          
 18  2  8 16.433  3 16                                                          
 18  1  1 17.409  2 17                                                          
 18  1  2 18.041  2 18                                                          
 20  4 31  2.682  5  1                                                          
 20  4 32  3.737  5  2                                                          
 20  3 11  5.820  4  3                                                          
 20  3 12  6.673  4  4                                                          
 20  3 13  7.478  4  5                                                          
 20  3 14  8.485  4  6                                                          
 20  3 15  9.204  4  7                                                          
 20  3 16  9.884  4  8                                                          
 20  3 17 11.179  4  9                                                          
 20  3 18 11.824  4 10                                                          
 20  2  1 13.195  3 11                                                          
 20  2  2 13.904  3 12                                                          
 20  2  3 14.620  3 13                                                          
 20  2  4 15.508  3 14                                                          
 20  2  5 16.221  3 15                                                          
 20  2  6 16.927  3 16                                                          
 20  2  7 17.882  3 17                                                          
 20  2  8 18.448  3 18                                                          
 20  1  1 19.421  2 19                                                          
 20  1  2 20.057  2 20                                                          
 26  4 31  3.043  5  1                                                          
 26  4 32  4.364  5  2                                                          
 26  3  5  4.504  4  3                                                          
 26  3  6  6.022  4  4                                                          
 26  3  7  7.046  4  5                                                          
 26  3  8  8.095  4  6                                                          
 26  3  9  9.096  4  7                                                          
 26  3 10 10.003  4  8                                                          
 26  3 11 12.468  4  9                                                          
 26  3 12 13.168  4 10                                                          
 26  3 13 13.861  4 11                                                          
 26  3 14 14.797  4 12                                                          
 26  3 15 15.457  4 13                                                          
 26  3 16 16.112  4 14                                                          
 26  3 17 17.392  4 15                                                          
 26  3 18 18.009  4 16                                                          
 26  2  1 19.290  3 17                                                          
 26  2  2 19.987  3 18                                                          
 26  2  3 20.695  3 19                                                          
 26  2  4 21.572  3 20                                                          
 26  2  5 22.290  3 21                                                          
 26  2  6 23.004  3 22                                                          
 26  2  7 23.950  3 23                                                          
 26  2  8 24.527  3 24                                                          
 26  1  1 25.480  2 25                                                          
 26  1  2 26.121  2 26                                                          
 28  4 31  2.997  5  1                                                          
 28  4 32  4.622  5  2                                                          
 28  3  3  4.825  4  3                                                          
 28  3  4  6.028  4  4                                                          
 28  3  5  7.069  4  5                                                          
 28  3  6  8.455  4  6                                                          
 28  3  7  9.382  4  7                                                          
 28  3  8 10.355  4  8                                                          
 28  3  9 11.302  4  9                                                          
 28  3 10 12.192  4 10                                                          
 28  3 11 14.576  4 11                                                          
 28  3 12 15.264  4 12                                                          
 28  3 13 15.942  4 13                                                          
 28  3 14 16.870  4 14                                                          
 28  3 15 17.524  4 15                                                          
 28  3 16 18.173  4 16                                                          
 28  3 17 19.440  4 17                                                          
 28  3 18 20.060  4 18                                                          
 28  2  1 21.325  3 19                                                          
 28  2  2 22.018  3 20                                                          
 28  2  3 22.728  3 21                                                          
 28  2  4 23.604  3 22                                                          
 28  2  5 24.322  3 23                                                          
 28  2  6 25.037  3 24                                                          
 28  2  7 25.983  3 25                                                          
 28  2  8 26.565  3 26                                                          
 28  1  1 27.506  2 27                                                          
 28  1  2 28.150  2 28                                                          
